City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Yar-Sale,RU,66.8333,70.8333,14.58,88,98,21.32,overcast clouds
465,Honningsvag,NO,70.9821,25.9704,33.55,80,100,33.38,light snow
466,Luderitz,NA,-26.6481,15.1594,73.87,68,60,14.18,broken clouds
467,Sakakah,SA,29.9697,40.2064,44.17,45,0,5.37,clear sky
468,Kenai,US,60.5544,-151.2583,23.14,93,100,4.61,mist
469,Bahia Blanca,AR,-38.7196,-62.2724,73.69,73,94,9.42,overcast clouds
470,Asau,RO,46.4333,26.4,38.32,77,49,8.99,scattered clouds
471,Ballitoville,ZA,-29.539,31.2144,76.24,78,0,12.66,clear sky
472,Makakilo City,US,21.3469,-158.0858,73.72,87,0,5.75,clear sky
473,Paeroa,NZ,-37.3667,175.6667,57.97,86,92,2.06,overcast clouds
474,Sarakhs,IR,36.5449,61.1577,35.74,75,0,0.0,clear sky
475,Wukari,NG,7.85,9.7833,80.76,17,17,6.13,few clouds
476,Albury,AU,-36.0833,146.9167,62.51,88,15,3.44,few clouds
477,Sombrerete,MX,23.6333,-103.65,61.7,23,100,6.85,overcast clouds
478,Chama,CH,47.1821,8.4636,37.56,94,100,2.3,overcast clouds
479,Markova,UA,48.6758,24.4138,31.59,90,88,10.47,light snow
480,Huangmei,CN,30.1924,116.025,43.88,83,100,8.84,light rain
481,Sidi Ali,DZ,36.0998,0.4206,49.48,78,89,7.25,overcast clouds
482,Sinnamary,GF,5.3833,-52.95,82.18,73,59,7.99,broken clouds
483,Santa Marta De Tormes,ES,40.9506,-5.6272,46.42,72,0,4.61,clear sky
484,Chicama,PE,-7.8447,-79.1469,72.14,56,9,12.86,clear sky
485,Pervomayskoye,RU,43.919,46.7102,29.98,71,100,5.82,overcast clouds
486,Ruteng,ID,-8.6136,120.4721,61.88,89,100,2.84,overcast clouds
487,Tadine,NC,-21.55,167.8833,78.35,85,100,11.92,light rain
488,San Giustino,IT,43.5495,12.1736,46.51,72,98,3.38,overcast clouds
489,Fougamou,GA,-1.2154,10.5838,75.83,91,92,2.19,moderate rain
490,Macamic,CA,48.7502,-78.9996,-14.57,86,54,8.37,broken clouds
491,Calabar,NG,4.9517,8.322,81.86,59,92,6.85,overcast clouds
492,Andenes,NO,69.3143,16.1194,33.78,75,75,33.38,broken clouds
493,Laela,TZ,-8.5667,32.05,61.27,93,100,1.97,overcast clouds
494,Plettenberg Bay,ZA,-34.0527,23.3716,69.76,86,5,9.53,clear sky
495,Sompeta,IN,18.9333,84.6,69.62,85,28,7.18,scattered clouds
496,Namibe,AO,-15.1961,12.1522,72.81,73,93,9.33,overcast clouds
497,Tiarei,PF,-17.5333,-149.3333,80.62,79,100,22.01,overcast clouds
498,Nemuro,JP,43.3236,145.575,26.6,77,67,22.24,broken clouds
499,Airai,TL,-8.9266,125.4092,60.51,99,100,1.57,overcast clouds
500,Lubao,PH,14.9167,120.55,78.82,84,83,4.92,broken clouds
501,Novoagansk,RU,61.9449,76.6625,11.1,96,99,7.49,overcast clouds
502,Komsomolskiy,UZ,40.4272,71.7189,36.82,80,1,2.3,clear sky
503,Teya,RU,60.3778,92.6267,6.75,97,97,4.65,overcast clouds
504,Saint-Francois,FR,46.4154,3.9054,39.67,76,0,6.91,clear sky
505,Marzuq,YE,14.4,46.4667,65.97,55,33,6.46,scattered clouds
506,Guozhen,CN,34.3659,107.359,33.84,86,100,5.79,light snow
507,Cedar City,US,37.6775,-113.0619,33.4,69,0,0.0,clear sky
508,Kharp,RU,66.8014,65.8081,4.01,99,100,1.23,overcast clouds
509,Thompson,CA,55.7435,-97.8558,-18.24,76,75,6.91,broken clouds
510,Homer,US,59.6425,-151.5483,24.76,91,0,3.44,clear sky
511,Hinton,CA,53.4001,-117.5857,32.11,87,100,9.95,overcast clouds
512,Wattegama,LK,6.7989,81.4808,68.56,81,96,3.6,overcast clouds
513,Sola,VU,-13.8833,167.55,83.1,75,100,13.04,overcast clouds
514,Ardahan,TR,41.1087,42.7022,3.45,97,75,5.08,light snow
515,Mansa,IN,29.9833,75.3833,51.69,89,5,5.39,clear sky
516,Nongpoh,IN,25.9,91.8833,54.97,94,73,2.37,broken clouds
517,Mobaye,CF,4.319,21.1786,80.55,31,40,2.19,scattered clouds
518,Hit,IQ,33.6416,42.8251,42.93,25,0,17.54,clear sky
519,Avera,US,33.194,-82.5271,56.71,93,100,4.88,overcast clouds
520,Spearfish,US,44.4908,-103.8594,34.27,48,0,1.01,clear sky
521,Shache,CN,38.4167,77.2406,34.72,31,0,5.64,clear sky
522,Portland,US,45.5234,-122.6762,55.83,94,75,1.01,broken clouds
523,Kaniama,CD,-7.5667,24.1833,68.2,94,95,2.39,light rain
524,Ewa Beach,US,21.3156,-158.0072,75.15,86,1,5.01,clear sky
525,Iskateley,RU,67.6803,53.1512,18.81,92,100,19.37,overcast clouds
526,Jijiga,ET,9.35,42.8,62.15,78,9,18.92,clear sky
527,Taoudenni,ML,22.6783,-3.9836,70.61,14,0,8.68,clear sky
528,Oranjestad,AW,12.524,-70.027,84.15,65,40,28.77,scattered clouds
529,Bogorodskoye,RU,56.55,37.8833,26.26,90,100,16.13,light snow
530,Ereymentau,KZ,51.6199,73.1033,1.2,90,35,4.52,scattered clouds
531,Haines Junction,CA,60.7522,-137.5108,13.95,67,93,14.97,overcast clouds
532,Youghal,IE,51.95,-7.8506,43.81,81,6,5.7,clear sky
533,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,100.98,25,65,10.63,broken clouds
534,Ubauro,PK,28.1652,69.7289,64.26,38,0,6.73,clear sky
535,Umm Lajj,SA,25.0213,37.2685,65.37,43,0,16.6,clear sky
536,Manta,EC,-0.95,-80.7333,83.98,61,40,14.97,scattered clouds
537,Snasa,NO,64.2457,12.3778,31.41,93,100,14.16,light snow
538,Muisne,EC,0.6,-80.0333,82.51,82,92,13.15,light rain
539,Waddan,LY,29.1614,16.139,54.07,53,35,5.64,scattered clouds
540,Salalah,OM,17.0151,54.0924,77.09,78,0,5.75,clear sky
541,Kushima,JP,31.4583,131.2333,41.99,77,93,6.17,overcast clouds
542,Vanavara,RU,60.34,102.2797,9.93,95,99,5.44,overcast clouds
543,Iralaya,HN,15.0,-83.2333,75.29,80,9,11.34,clear sky
544,Luwuk,ID,-0.9516,122.7875,77.61,80,99,3.04,overcast clouds
545,Hovd,MN,48.0056,91.6419,5.67,92,100,3.71,overcast clouds
546,Warrnambool,AU,-38.3833,142.4833,59.07,85,0,9.62,clear sky
547,Chimbote,PE,-9.0853,-78.5783,77.54,70,24,13.35,few clouds
548,Irbeyskoye,RU,55.6428,95.4522,-11.7,100,90,2.84,overcast clouds
549,Saiha,IN,22.4833,92.9667,50.68,81,3,3.22,clear sky
550,Kaupanger,NO,61.1845,7.2404,30.69,74,40,11.5,scattered clouds
551,Cururupu,BR,-1.8283,-44.8683,86.63,60,23,6.85,few clouds
552,Rorvik,NO,64.8621,11.2373,32.11,64,40,18.41,scattered clouds
553,Aqtobe,KZ,50.2797,57.2072,8.69,85,40,4.47,light snow
554,Luang Prabang,LA,19.8856,102.1347,59.76,98,8,0.89,clear sky
555,Cayenne,GF,4.9333,-52.3333,84.24,82,75,4.0,broken clouds
556,Chapais,CA,49.7834,-74.8492,-15.02,88,91,8.37,overcast clouds
557,Belyy Yar,RU,53.6039,91.3903,-9.51,97,100,2.24,mist
558,Nhulunbuy,AU,-12.2333,136.7667,81.21,89,40,0.0,scattered clouds
559,Denpasar,ID,-8.65,115.2167,80.26,88,40,12.66,scattered clouds
560,Vada,NL,51.97,5.6667,39.11,87,75,9.22,light intensity drizzle
561,Chabahar,IR,25.2919,60.643,74.16,68,1,18.66,clear sky
562,Bobrov,RU,51.0961,40.0333,6.24,95,24,9.8,few clouds
563,Saraland,US,30.8207,-88.0706,58.21,91,100,9.71,overcast clouds
564,Halacho,MX,20.4833,-90.0833,84.02,39,8,5.14,clear sky
565,Plouzane,FR,48.3833,-4.6167,46.45,74,100,6.91,overcast clouds
566,Saravan,AM,39.7196,45.6483,7.39,84,99,5.84,overcast clouds
567,Khuzhir,RU,53.1939,107.3397,13.55,91,96,2.8,overcast clouds
568,Islamkot,PK,24.6997,70.177,73.4,38,0,1.32,clear sky
569,Duque De Caxias,BR,-22.7856,-43.3117,89.74,62,40,13.8,scattered clouds
570,Ambilobe,MG,-13.2,49.05,73.54,96,100,3.53,light rain
571,Impfondo,CG,1.6381,18.0667,82.09,37,98,2.24,overcast clouds
572,Praya,CV,14.9215,-23.5087,77.54,61,75,17.27,broken clouds
573,Leninskoye,KZ,41.7589,69.3864,37.33,31,0,5.46,clear sky
574,Hervey Bay,AU,-25.2986,152.8535,76.01,78,97,4.0,overcast clouds
575,Zmeinogorsk,RU,51.1567,82.195,-10.41,100,95,3.13,overcast clouds
576,Yarmouth,US,41.7057,-70.2286,36.97,94,100,15.99,light rain
577,Lillooet,CA,50.6856,-121.942,39.92,92,85,5.95,overcast clouds
578,Calnali,MX,20.9167,-98.5833,60.33,76,64,5.37,broken clouds
579,Aleksandrovskiy Zavod,RU,50.9237,117.9374,-1.75,99,100,0.47,overcast clouds
580,Panaba,MX,21.2833,-88.2667,86.13,42,0,8.03,clear sky
581,Vadinsk,RU,53.6916,43.0574,9.37,93,60,14.65,broken clouds
582,Teeli,RU,51.0333,90.2333,5.72,91,97,1.9,overcast clouds
583,Noyabrsk,RU,63.1994,75.4507,11.19,94,89,15.88,overcast clouds
584,Garoua,CM,9.3,13.4,84.6,12,0,5.75,clear sky
585,North Platte,US,41.1239,-100.7654,13.06,54,100,8.99,overcast clouds
586,Ayagoz,KZ,47.9714,80.4392,-13.09,100,74,7.65,broken clouds
587,Ustka,PL,54.5805,16.8619,31.6,51,79,26.28,broken clouds
588,Nago,JP,26.5881,127.9761,59.16,66,39,11.03,scattered clouds
589,Khorinsk,RU,52.1657,109.7726,-2.0,99,95,0.25,overcast clouds
590,Yerbogachen,RU,61.2767,108.0108,7.83,96,97,5.59,overcast clouds
591,Union Hidalgo,MX,16.4723,-94.8295,87.67,38,21,11.5,few clouds
592,Chistogorskiy,RU,53.9835,87.3843,-0.72,100,89,2.28,overcast clouds
593,Qui Nhon,VN,13.7667,109.2333,69.49,89,75,7.74,broken clouds
594,North Bend,US,43.4065,-124.2243,53.24,100,100,0.0,overcast clouds
595,San Francisco,US,37.7749,-122.4194,61.52,89,100,1.01,fog
596,Crossville,US,35.949,-85.0269,31.46,94,100,8.99,mist
597,Dinguiraye,GN,11.3,-10.7167,85.24,12,33,4.99,scattered clouds
598,Biak,ID,-0.9131,122.8766,76.24,80,98,3.56,overcast clouds
599,Maryville,US,35.7565,-83.9705,37.42,91,100,3.0,overcast clouds
600,Qaqortoq,GL,60.7167,-46.0333,32.5,90,100,21.14,snow
601,Sharan,RU,54.8167,54.0,0.77,96,66,4.94,broken clouds
602,Badlapur,IN,19.15,73.2667,75.0,50,2,0.94,clear sky
603,Sur,OM,22.5667,59.5289,73.6,83,6,8.37,clear sky
604,Broken Hill,AU,-31.95,141.4333,73.11,60,40,6.91,scattered clouds
605,San Pedro,PH,14.35,121.0167,78.03,78,75,2.3,broken clouds
606,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.59,72,40,8.05,scattered clouds
607,Seydi,TM,39.4816,62.9137,41.45,54,0,12.35,clear sky
608,Baraki Barak,AF,33.9675,68.9486,14.13,71,0,2.57,clear sky
609,Sainte-Maxime,FR,43.3,6.6333,51.26,51,0,4.94,clear sky
610,Rameswaram,IN,9.2833,79.3,79.03,64,68,14.9,broken clouds
611,Cabra,ES,37.4725,-4.4421,51.24,52,0,4.05,clear sky
612,Nyurba,RU,63.2842,118.3319,2.48,97,99,5.77,overcast clouds
613,El Dorado,US,38.7666,-120.5177,57.22,55,37,1.99,scattered clouds
614,Kalamazoo,US,42.2506,-85.55,21.04,69,100,6.91,overcast clouds
615,Tubmanburg,LR,6.8708,-10.8172,84.81,49,98,5.79,overcast clouds
616,Linqiong,CN,30.4159,103.4609,49.82,85,97,0.98,overcast clouds
617,Inuvik,CA,68.3499,-133.7218,-14.76,69,75,4.61,broken clouds
618,Barwani,IN,22.0333,74.9,71.08,53,0,6.51,clear sky
619,Bayir,TR,37.2687,28.2167,41.52,51,0,1.32,clear sky
620,Sayat,TM,38.7839,63.8803,42.67,44,0,11.56,clear sky
621,Nanchang,CN,28.6833,115.8833,49.8,79,100,9.1,light rain
622,Gazanjyk,TM,39.2446,55.5154,37.22,81,39,5.97,scattered clouds
623,Mastic Beach,US,40.7668,-72.8521,34.07,93,90,3.0,snow
624,Takoradi,GH,4.8845,-1.7554,81.9,63,49,7.05,scattered clouds
625,Maragogi,BR,-9.0122,-35.2225,84.13,66,7,9.93,clear sky
626,Goure,NE,13.9835,10.2704,67.01,14,7,10.0,clear sky
627,Suoyarvi,RU,62.0833,32.35,29.37,98,100,4.36,snow
628,Husavik,IS,66.0449,-17.3389,46.31,85,100,16.78,overcast clouds
629,Porteirinha,BR,-15.7433,-43.0283,84.34,58,16,6.64,few clouds
630,Massaguet,TD,12.4755,15.4365,77.04,15,60,9.57,broken clouds
631,Los Zacatones,MX,22.95,-102.05,65.64,21,100,3.18,overcast clouds
632,Merritt Island,US,28.5392,-80.672,79.09,58,0,6.91,clear sky
633,Yamada,JP,39.4667,141.95,25.09,82,75,5.55,broken clouds
634,Chumikan,RU,54.7183,135.315,-10.21,87,34,18.61,scattered clouds
635,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,83.12,74,36,12.26,scattered clouds
636,Santa Isabel,BR,-23.3156,-46.2214,91.65,55,7,2.15,clear sky
637,Troitsko-Pechorsk,RU,62.7084,56.1964,12.74,94,100,10.92,light snow
638,Ullapool,GB,57.8987,-5.1604,42.35,86,100,8.81,overcast clouds
639,Los Corrales De Buelna,ES,43.2636,-4.0726,52.11,93,100,1.99,overcast clouds
640,Wajima,JP,37.4,136.9,33.84,78,100,21.74,light snow
641,Ontario,US,34.0633,-117.6509,71.28,37,0,3.0,clear sky
642,Kisesa,TZ,-3.0833,34.15,68.0,75,88,6.58,overcast clouds
643,Oranjemund,NA,-28.55,16.4333,68.32,73,1,13.31,clear sky
644,Big Spring,US,32.2504,-101.4787,28.27,38,100,7.0,overcast clouds
645,La Asuncion,VE,11.0333,-63.8628,80.29,69,10,18.45,clear sky
646,Mitsamiouli,KM,-11.3847,43.2844,82.69,78,75,6.91,broken clouds
647,Padang,ID,-0.9492,100.3543,76.59,79,97,2.84,overcast clouds
648,Maloy,NO,61.9353,5.1136,35.73,83,100,3.0,overcast clouds
649,Alyangula,AU,-13.8483,136.4192,78.67,100,75,0.0,broken clouds
650,Vanderhoof,CA,54.0166,-124.0198,39.02,74,55,15.03,broken clouds
651,Polunochnoye,RU,60.8697,60.4153,6.51,96,30,5.97,scattered clouds
652,Ko Samui,TH,9.5357,99.9357,80.8,74,9,16.62,clear sky
653,Victor Harbor,AU,-35.5667,138.6167,80.8,49,1,9.46,clear sky
654,Aklavik,CA,68.2191,-135.0107,-14.8,70,75,9.22,broken clouds
655,San Rafael,AR,-34.6177,-68.3301,84.74,30,3,8.12,clear sky
656,Valdez,EC,1.2492,-78.9831,80.01,82,91,9.66,light rain
657,Fairbanks,US,64.8378,-147.7164,-6.02,78,1,0.0,clear sky
658,Merauke,ID,-8.4667,140.3333,77.54,88,97,6.04,overcast clouds
659,Haysyn,UA,48.8114,29.3898,29.26,97,59,9.8,light snow
660,Alta Gracia,AR,-31.6529,-64.4283,82.53,74,97,5.99,overcast clouds
661,Dudinka,RU,69.4058,86.1778,5.09,95,100,19.91,light snow
662,Ucluelet,CA,48.9329,-125.5528,46.09,94,99,5.99,overcast clouds
663,Ndende,GA,-2.4008,11.3581,74.82,92,87,3.89,moderate rain
664,Humberto De Campos,BR,-2.5983,-43.4611,87.4,58,82,10.22,broken clouds
665,Tres Arroyos,AR,-38.3739,-60.2798,76.84,66,87,12.59,overcast clouds
666,Opuwo,NA,-18.0607,13.84,74.23,32,100,7.94,overcast clouds
667,Dunmore Town,BS,25.5,-76.65,74.95,76,1,12.44,clear sky
668,Knysna,ZA,-34.0363,23.0471,70.18,84,13,7.49,few clouds
669,Asfi,MA,32.2994,-9.2372,61.47,65,100,7.67,overcast clouds
670,Beyneu,KZ,45.3167,55.2,29.7,83,100,9.44,overcast clouds
671,Carahue,CL,-38.7,-73.1667,68.2,35,7,10.49,clear sky
672,Nancy,FR,48.6667,6.1667,37.72,78,0,10.36,clear sky
673,Freeport,US,40.6576,-73.5832,35.02,83,100,4.0,light snow
674,Benguela,AO,-12.5763,13.4055,76.46,66,84,7.02,broken clouds
675,Shalazhi,RU,43.0978,45.3608,25.95,93,97,3.49,overcast clouds
676,Troy,US,42.6056,-83.1499,21.56,58,90,1.99,overcast clouds
677,Atambua,ID,-9.1061,124.8925,72.91,96,100,6.96,overcast clouds
678,Salamanca,ES,40.8333,-6.0,42.58,82,2,7.58,clear sky
679,Kirovskiy,RU,45.0917,133.5136,-18.17,100,92,1.5,overcast clouds
680,Harper,LR,4.375,-7.7169,81.82,70,19,7.78,few clouds
681,Rondonopolis,BR,-16.4708,-54.6356,87.73,62,94,5.03,overcast clouds
682,Mitu,CO,1.1983,-70.1733,76.6,94,100,1.43,overcast clouds
683,Maldonado,UY,-34.6667,-54.9167,78.22,78,95,13.22,overcast clouds
684,Wanning,CN,18.8003,110.3967,68.56,79,68,4.7,broken clouds
685,Kandrian,PG,-6.2167,149.55,76.91,90,100,4.25,light rain
686,Port Hawkesbury,CA,45.6169,-61.3485,40.17,99,100,11.5,overcast clouds
687,San Cristobal,VE,7.7669,-72.225,77.18,45,97,7.02,overcast clouds
688,Oum Hadjer,TD,13.2954,19.6966,71.92,21,31,10.45,scattered clouds
689,Bloomfield,US,40.8068,-74.1854,34.92,80,90,5.99,light snow
690,Luanda,AO,-8.8368,13.2343,80.6,65,20,9.22,few clouds
691,Dhidhdhoo,MV,6.8833,73.1,81.27,67,37,9.42,scattered clouds
692,Qujing,CN,25.4833,103.7833,40.53,89,33,4.83,scattered clouds
693,Manaus,BR,-3.1019,-60.025,86.5,74,40,6.91,scattered clouds
694,Lingyuan,CN,41.24,119.4011,11.12,52,1,2.06,clear sky
695,Emborion,GR,40.4833,21.55,37.76,72,0,4.99,clear sky
696,Micheweni,TZ,-4.9667,39.8333,81.9,78,100,13.22,overcast clouds
697,Ordynskoye,RU,54.3656,81.8994,-5.13,100,69,3.27,broken clouds
